event,site,url,lastmod,prev_lastmod
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/alfa_romeo-giulia,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/alfa_romeo-stelvio,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/alfa_romeo-tonale,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/arcfox-alpha_s5,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/arcfox-alpha_t5,2026-09-23T08:37:57.699Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/arcfox-koala_s,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/arcfox-t_1,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/audi-a3,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/audi-a5,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/audi-a6,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/audi-e_tron,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/audi-q2,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/audi-q3,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/audi-q7,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/audi-q8,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/audi-rs_e_tron_gt,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/avatr-07,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/avatr-11,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/avatr-12,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bestune-b70,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bestune-t55,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bestune-t77,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-118i,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-218i,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-320i,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-340i,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-420i_convertible,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-420i_gran_coupe,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-440i_coupe,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-520i,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-740i,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-760i,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-i3_sedan,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-i4,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-i5,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-i7,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-ix,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-ix1,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-m3,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-m4,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-m5,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-m8,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-x1,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-x2,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-x3,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-x4,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-x6,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/bmw-x7,2026-09-23T08:37:57.696Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/byd-atto_2,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/byd-f3,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/byd-m9,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/byd-sealion_5,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/byd-ti7,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/cadillac-escalade,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/cadillac-lyriq,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/cadillac-optiq,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/cadillac-vistiq,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/chevrolet-captiva,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/chevrolet-captiva_ev,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/chevrolet-dababbah,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/chevrolet-jumbo,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/chevrolet-jumbo_npr,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/chevrolet-n300,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/chevrolet-nkr,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/chevrolet-nqr,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/chevrolet-s10_max,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/chevrolet-spark_euv,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/chevrolet-tfr,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/citroen-c3,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/citroen-c3_aircross,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/citroen-c4,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/citroen-c4_facelift,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/citroen-c4_x,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/citroen-c5,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/citroen-c5_aircross,2026-09-23T08:37:57.697Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/cupra-formentor,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/cupra-leon,2026-09-23T08:37:57.698Z,
UNKNOWN_TO_CATALOG,ContactCars,https://www.contactcars.com/en/new-cars/cupra-terramar,2026-09-23T08:37:57.698Z,
