source,source_url,fetched_at,page_sha256,title_prefix,trim_raw,model_year,old_price,new_price,stated_change,effective_date
Hatla2ee,https://eg.hatla2ee.com/en/new-car/renault/Austral,"Fri, 25 Sep 2026 12:28:02 GMT",505e88bd41243c32c0d21c0db7b73df7d34665c64c355c575b5c5e0f520e3170,Renault Austral,A/T / Esprit Alpine / B/E,2026,"2,020,000","1,770,000","-250,000",2025-10-13
Hatla2ee,https://eg.hatla2ee.com/en/new-car/renault/Austral,"Fri, 25 Sep 2026 12:28:02 GMT",505e88bd41243c32c0d21c0db7b73df7d34665c64c355c575b5c5e0f520e3170,Renault Austral,A/T /  Esprit Alpine,2026,"1,990,000","1,740,000","-250,000",2025-10-13
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+06,"Fri, 25 Sep 2026 12:28:04 GMT",68e4602938197c037c2f6f086d5e13eca12d4b93af2975d0ad3e5937a2920e87,Soueast S 06,A/T / Highline,2027,"1,290,000","1,350,000","60,000",2026-06-25
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+06,"Fri, 25 Sep 2026 12:28:04 GMT",68e4602938197c037c2f6f086d5e13eca12d4b93af2975d0ad3e5937a2920e87,Soueast S 06,A/T / Premium,2027,"1,425,000","1,485,000","60,000",2026-06-25
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+06,"Fri, 25 Sep 2026 12:28:04 GMT",68e4602938197c037c2f6f086d5e13eca12d4b93af2975d0ad3e5937a2920e87,Soueast S 06,A/T / Premium,2027,"1,384,000","1,425,000","41,000",2026-03-27
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+06,"Fri, 25 Sep 2026 12:28:04 GMT",68e4602938197c037c2f6f086d5e13eca12d4b93af2975d0ad3e5937a2920e87,Soueast S 06,A/T / Highline,2027,"1,249,000","1,290,000","41,000",2026-03-27
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+09,"Fri, 25 Sep 2026 12:28:07 GMT",677277087662ab9789369d86040a557c2e023a0f956801d0b752cfbbd5217ab4,Soueast S 09,A/T / Premium,2027,"1,550,000","1,600,000","50,000",2026-06-25
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+09,"Fri, 25 Sep 2026 12:28:07 GMT",677277087662ab9789369d86040a557c2e023a0f956801d0b752cfbbd5217ab4,Soueast S 09,A/T / Premium,2027,"1,519,000","1,550,000","31,000",2026-03-27
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+09,"Fri, 25 Sep 2026 12:28:07 GMT",677277087662ab9789369d86040a557c2e023a0f956801d0b752cfbbd5217ab4,Soueast S 09,A/T / Premium,2027,"1,499,000","1,519,000","20,000",2026-02-15
Hatla2ee,https://eg.hatla2ee.com/en/new-car/volks-wagen/tiguan,"Fri, 25 Sep 2026 12:28:09 GMT",5827e2fd95c20133702f5d66c3efc5beb8b4732d5944d00f7f1519796aa38683,Volkswagen Tiguan,A/T / R-Line,2026,"2,390,000","2,590,000","200,000",2026-03-30
Hatla2ee,https://eg.hatla2ee.com/en/new-car/volks-wagen/tiguan,"Fri, 25 Sep 2026 12:28:09 GMT",5827e2fd95c20133702f5d66c3efc5beb8b4732d5944d00f7f1519796aa38683,Volkswagen Tiguan,A/T / R-Line,2025,"2,550,000","2,350,000","-200,000",2025-10-28
Hatla2ee,https://eg.hatla2ee.com/en/new-car/volks-wagen/tiguan,"Fri, 25 Sep 2026 12:28:09 GMT",5827e2fd95c20133702f5d66c3efc5beb8b4732d5944d00f7f1519796aa38683,Volkswagen Tiguan,A/T / R-Line,2025,"2,650,000","2,550,000","-100,000",2025-07-06
