source,source_url,fetched_at,page_sha256,model_year,title_prefix,trim_raw,engine_cc,official_price,market_price,effective_date,page_updated_label,row_type
Hatla2ee,https://eg.hatla2ee.com/en/new-car/byd/sealion-6,"Fri, 25 Sep 2026 12:27:35 GMT",64e0323a1eb6d10da31844e524d50234df36dc16524def645d538ae9b845f381,2026,Byd Sealion 6, A/T / EV,,"1,749,900",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/byd/sealion-6,"Fri, 25 Sep 2026 12:27:35 GMT",64e0323a1eb6d10da31844e524d50234df36dc16524def645d538ae9b845f381,2027,Byd Sealion 6,A/T / EV Luxury,,"1,799,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/byd/sealion-6,"Fri, 25 Sep 2026 12:27:35 GMT",64e0323a1eb6d10da31844e524d50234df36dc16524def645d538ae9b845f381,2027,Byd Sealion 6, A/T / DM-i Ultra,1500 CC,"1,949,900",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/byd/sealion-6,"Fri, 25 Sep 2026 12:27:35 GMT",64e0323a1eb6d10da31844e524d50234df36dc16524def645d538ae9b845f381,2027,Byd Sealion 6, A/T / DM-i Luxury,1500 CC,"2,149,900",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max,"Fri, 25 Sep 2026 12:27:37 GMT",ed81a30ecf65fb30ffedbfd9ab06a877f410528f1a87b60f8d9b7537b6b3f64f,2027,Chery Tiggo 8 Pro Max,A/T / Luxury,1600 CC,"1,620,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max,"Fri, 25 Sep 2026 12:27:37 GMT",ed81a30ecf65fb30ffedbfd9ab06a877f410528f1a87b60f8d9b7537b6b3f64f,2027,Chery Tiggo 8 Pro Max,A/T / Flagship,1600 CC,"1,720,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/citroen/C5-Aircross,"Fri, 25 Sep 2026 12:27:39 GMT",5e4c6f47f33aa398df919aeb8370f88a3096bbf67effae92fef29f472c88164e,2027,Citroën C5 Aircross, A/T / Advanced,1600 CC,"1,695,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/citroen/C5-Aircross,"Fri, 25 Sep 2026 12:27:39 GMT",5e4c6f47f33aa398df919aeb8370f88a3096bbf67effae92fef29f472c88164e,2027,Citroën C5 Aircross, A/T / Ultimate,1600 CC,"1,935,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/citroen/C5-Aircross,"Fri, 25 Sep 2026 12:27:39 GMT",5e4c6f47f33aa398df919aeb8370f88a3096bbf67effae92fef29f472c88164e,2026,Citroën C5 Aircross,A/T / Shine Entry,1600 CC,"1,710,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/citroen/C5-Aircross,"Fri, 25 Sep 2026 12:27:39 GMT",5e4c6f47f33aa398df919aeb8370f88a3096bbf67effae92fef29f472c88164e,2026,Citroën C5 Aircross,A/T / Shine,1600 CC,"1,850,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/deepal/Deepal_S05,"Fri, 25 Sep 2026 12:27:42 GMT",a34c0e199a08ed3172839d2f7017576ed22fe3ba9d91fb21ca9088c276c22a00,2026,Deepal S 05,A/T / REEV,1500 CC,"1,599,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/deepal/Deepal_S05,"Fri, 25 Sep 2026 12:27:42 GMT",a34c0e199a08ed3172839d2f7017576ed22fe3ba9d91fb21ca9088c276c22a00,2026,Deepal S 05,A/T / BEV,,"1,750,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/haval/haval-H7,"Fri, 25 Sep 2026 12:27:44 GMT",c254cb19980bc991ad04ec95bebcbe362fb1d53ea2042bc049dcddfb39c6302d,2027,Haval H7,A/T / Ultra Black,1500 CC,"1,725,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2027,Hyundai Tucson,A/T / SHADOW,1600 CC,"1,775,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2027,Hyundai Tucson,A/T / Blaze,1600 CC,"1,925,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2027,Hyundai Tucson,A/T / Redine,1600 CC,"2,025,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2027,Hyundai Tucson,A/T / Redine (N Pack),1600 CC,"2,100,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2027,Hyundai Tucson,A/T / NIGHT,1600 CC,"2,175,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2027,Hyundai Tucson,A/T / BLACK DIAMOND,1600 CC,"2,275,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2027,Hyundai Tucson,A/T / N-Line,1600 CC,"2,375,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2025,Hyundai Tucson,A/T / SHADOW,1600 CC,"1,499,000","1,499,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2025,Hyundai Tucson,A/T / Blaze,1600 CC,"1,649,000","1,649,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2025,Hyundai Tucson,A/T / Redine,1600 CC,"1,749,000","1,749,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2025,Hyundai Tucson,A/T / NIGHT,1600 CC,"1,899,000","1,899,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2025,Hyundai Tucson,A/T / BLACK DIAMOND,1600 CC,"1,999,000","1,999,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/hyundai/tucson,"Fri, 25 Sep 2026 12:27:46 GMT",d39da7bbb103520d741d3830688f870c4ac31b3d44bda494819aa2fbe3482c3d,2025,Hyundai Tucson,A/T / N-Line,1600 CC,"2,099,000","2,099,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,"Fri, 25 Sep 2026 12:27:48 GMT",e95c70f77fa1a85aecee280c4ddc3725f4efe6f4a88aa8b7790cab6f75fec9b5,2026,KGM Torres,Automtic /comfort,1500 CC,"1,585,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,"Fri, 25 Sep 2026 12:27:48 GMT",e95c70f77fa1a85aecee280c4ddc3725f4efe6f4a88aa8b7790cab6f75fec9b5,2026,KGM Torres,Automtic /advanced,1500 CC,"1,720,002",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,"Fri, 25 Sep 2026 12:27:48 GMT",e95c70f77fa1a85aecee280c4ddc3725f4efe6f4a88aa8b7790cab6f75fec9b5,2026,KGM Torres,A/T / Premium,1500 CC,"1,850,001",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,"Fri, 25 Sep 2026 12:27:48 GMT",e95c70f77fa1a85aecee280c4ddc3725f4efe6f4a88aa8b7790cab6f75fec9b5,2026,KGM Torres,A/T / Luxury,1500 CC,"1,980,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,"Fri, 25 Sep 2026 12:27:48 GMT",e95c70f77fa1a85aecee280c4ddc3725f4efe6f4a88aa8b7790cab6f75fec9b5,2026,KGM Torres,Automtic /adventure plus 4*4,1500 CC,"1,999,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kia/sportage,"Fri, 25 Sep 2026 12:27:51 GMT",9517deeb36af879a7e9c0d6b628838dfb88f7109fc26cc027698179bd9093cec,2027,Kia Sportage,A/T / LX,1600 CC,"1,825,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kia/sportage,"Fri, 25 Sep 2026 12:27:51 GMT",9517deeb36af879a7e9c0d6b628838dfb88f7109fc26cc027698179bd9093cec,2027,Kia Sportage,A/T / EX,1600 CC,"1,925,000",,,,
