source,trim_url,fetched_at,page_sha256,brand,model,title,trim_raw,model_year,spec_id,spec_label,value,via
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Transmission,Transmission,DSG,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Body Type,Body Type,SUV,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Fuel Type,Fuel Type,gas,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Power,Power,1500,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Turbo,Turbo,Yes,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Speeds,Speeds,7,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Horse power,Horse power,185,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Fuel,Fuel,92,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Consumption,Consumption,8,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Length,Length,"4,730",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Width,Width,"1,910",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Height,Height,"1,790",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Ground Clearance,Ground Clearance,215,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Wheel Base,Wheel Base,2820,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Seats,Seats,5,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Traction Type,Traction Type,Front traction,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/baic/BJ30/49624,"Fri, 25 Sep 2026 13:01:05 GMT",cfd3280ea6616971fdc3f6cdf4bb4628aca8c529da5aad9247be60a093579def,,,Baic BJ30 A/T / PRO 2026 Prices & Features,,2026,h2:Number Of Cylinder,Number Of Cylinder,4,car-details
